User-ID,Location,Age
12872,"houston, texas, usa",19
12873,"houston, texas, usa",NULL
12874,"houston, texas, usa",68
12875,"houston, texas, usa",49
12876,"houston, texas, usa",26
12877,"houston, texas, usa",23
12878,"houston, texas, usa",NULL
12879,"houston, texas, usa",24
12880,"houston, texas, usa",29
12881,"houston, texas, usa",15
12882,"houston, texas, usa",NULL
12883,"houston, texas, usa",35
12884,"houston, texas, usa",19
12885,"houston, texas, usa",32
12886,"houston, texas, usa",28
12887,"houston, texas, usa",57
12888,"houston, texas, usa",53
12889,"houston, texas, usa",14
12890,"houston, texas, usa",19
12891,"houston, texas, usa",NULL
12892,"houston, texas, usa",50
12893,"houston, texas, usa",NULL
12894,"houston, texas, usa",NULL
12895,"houston, texas, usa",NULL
12896,"houston, texas, usa",35
12897,"houston, texas, usa",NULL
12898,"houston, texas, usa",NULL
12899,"houston, texas, usa",NULL
12900,"houston, texas, usa",26
12901,"houston, texas, usa",46
12902,"houston, texas, usa",NULL
12903,"houston, texas, usa",NULL
12904,"houston, texas, usa",NULL
12905,"houston, texas, usa",37
12906,"houston, texas, usa",NULL
12907,"houston, texas, usa",23
12908,"houston, texas, usa",NULL
12909,"houston, texas, usa",NULL
12910,"houston, texas, usa",NULL
12911,"houston, texas, usa",NULL
12912,"houston, texas, usa",18
12913,"houston, texas, usa",NULL
12914,"houston, texas, usa",23
12915,"houston, texas, usa",42
12916,"houston, texas, usa",NULL
12917,"houston, texas, usa",24
12918,"houston, texas, usa",26
12919,"houston, texas, usa",32
12920,"houston, texas, usa",NULL
12921,"houston, texas, usa",27
12922,"houston, texas, usa",31
12923,"houston, texas, usa",39
12924,"houston, texas, usa",22
12925,"houston, texas, usa",18
12926,"houston, texas, usa",26
12927,"houston, texas, usa",52
12928,"houston, texas, usa",11
12929,"houston, texas, usa",44
12930,"houston, texas, usa",NULL
12931,"houston, texas, usa",43
12932,"houston, texas, usa",NULL
12933,"houston, texas, usa",20
12934,"houston, texas, usa",NULL
12935,"houston, texas, usa",NULL
12936,"houston, texas, usa",NULL
12937,"houston, texas, usa",NULL
12938,"houston, texas, usa",NULL
12939,"houston, texas, usa",30
12940,"houston, texas, usa",NULL
12941,"houston, texas, usa",26
12942,"houston, texas, usa",NULL
12943,"houston, texas, usa",NULL
12944,"houston, texas, usa",34
12945,"houston, texas, usa",30
12946,"houston, texas, usa",51
12947,"houston, texas, usa",21
12948,"houston, texas, usa",NULL
12949,"houston, texas, usa",26
12950,"houston, texas, usa",16
12951,"houston, texas, usa",35
12952,"houston, texas, usa",42
12953,"houston, texas, usa",30
12954,"houston, texas, usa",NULL
12955,"houston, texas, usa",40
12956,"houston, texas, usa",NULL
12957,"houston, texas, usa",NULL
12958,"houston, texas, usa",NULL
12959,"houston, texas, usa",47
12960,"houston, texas, usa",47
12961,"houston, texas, usa",NULL
12962,"houston, texas, usa",NULL
12963,"houston, texas, usa",34
12964,"houston, texas, usa",21
12965,"houston, texas, usa",25
12966,"houston, texas, usa",28
12967,"houston, texas, usa",NULL
12968,"houston, texas, usa",35
12969,"houston, texas, usa",34
12970,"houston, texas, usa",34
12971,"houston, texas, usa",23
12972,"houston, texas, usa",31
12973,"houston, texas, usa",NULL
12974,"houston, texas, usa",46
12975,"houston, texas, usa",NULL
12976,"houston, texas, usa",NULL
12977,"houston, texas, usa",16
12978,"houston, texas, usa",NULL
12979,"houston, texas, usa",23
12980,"houston, texas, usa",49
12981,"houston, texas, usa",45
12982,"houston, texas, usa",41
12983,"houston, texas, usa",NULL
12984,"houston, texas, usa",NULL
12985,"houston, texas, usa",23
12986,"houston, texas, usa",27
12987,"houston, texas, usa",NULL
12988,"houston, texas, usa",NULL
12989,"houston, texas, usa",50
12990,"houston, texas, usa",58
12991,"houston, texas, usa",42
12992,"houston, texas, usa",26
12993,"houston, texas, usa",32
12994,"houston, texas, usa",NULL
12995,"houston, texas, usa",23
12996,"houston, texas, usa",19
12997,"houston, texas, usa",23
12998,"houston, texas, usa",25
12999,"houston, texas, usa",NULL
13000,"houston, texas, usa",23
13001,"houston, texas, usa",NULL
13002,"houston, texas, usa",NULL
13003,"houston, texas, usa",29
13004,"houston, texas, usa",33
13005,"houston, texas, usa",29
13006,"houston, texas, usa",NULL
13007,"houston, texas, usa",28
13008,"houston, texas, usa",28
13009,"houston, texas, usa",32
13010,"houston, texas, usa",22
13011,"houston, texas, usa",64
13012,"houston, texas, usa",41
13013,"houston, texas, usa",32
13014,"houston, texas, usa",46
13015,"houston, texas, usa",37
13016,"houston, texas, usa",54
13017,"houston, texas, usa",16
13018,"houston, texas, usa",49
13019,"houston, texas, usa",NULL
13020,"houston, texas, usa",21
13021,"houston, texas, usa",21
13022,"houston, texas, usa",21
13023,"houston, texas, usa",NULL
13024,"houston, texas, usa",47
13025,"houston, texas, usa",25
13026,"houston, texas, usa",31
13027,"houston, texas, usa",19
13028,"houston, texas, usa",38
13029,"houston, texas, usa",26
13030,"houston, texas, usa",NULL
13031,"houston, texas, usa",51
13032,"houston, texas, usa",NULL
13033,"houston, texas, usa",NULL
13034,"houston, texas, usa",NULL
13035,"houston, texas, usa",NULL
13036,"houston, texas, usa",52
13037,"houston, texas, usa",17
13038,"houston, texas, usa",38
13039,"houston, texas, usa",24
13040,"houston, texas, usa",33
13041,"houston, texas, usa",33
13042,"houston, texas, usa",20
13043,"houston, texas, usa",22
13044,"houston, texas, usa",24
13045,"houston, texas, usa",NULL
13046,"houston, texas, usa",43
13047,"houston, texas, usa",39
13048,"houston, texas, usa",NULL
13049,"houston, texas, usa",NULL
13050,"houston, texas, usa",47
13051,"houston, texas, usa",NULL
13052,"houston, texas, usa",31
13053,"houston, texas, usa",18
13054,"houston, texas, usa",NULL
13055,"houston, texas, usa",54
13056,"houston, texas, usa",NULL
13057,"houston, texas, usa",47
13058,"houston, texas, usa",31
13059,"houston, texas, usa",47
13060,"houston, texas, usa",29
13061,"houston, texas, usa",23
13062,"houston, texas, usa",NULL
13063,"houston, texas, usa",NULL
13064,"houston, texas, usa",20
13065,"houston, texas, usa",NULL
13066,"houston, texas, usa",23
13067,"houston, texas, usa",23
13068,"houston, texas, usa",NULL
13069,"houston, texas, usa",42
13070,"houston, texas, usa",42
13071,"houston, texas, usa",47
13072,"houston, texas, usa",NULL
13073,"houston, texas, usa",71
13074,"houston, texas, usa",18
13075,"houston, texas, usa",75
13076,"houston, texas, usa",35
13077,"houston, texas, usa",57
13078,"houston, texas, usa",50
13079,"houston, texas, usa",NULL
13080,"houston, texas, usa",22
13081,"houston, texas, usa",101
13082,"houston, texas, usa",NULL
13083,"houston, texas, usa",NULL
13084,"houston, texas, usa",44
13085,"houston, texas, usa",33
13086,"houston, texas, usa",31
13087,"houston, texas, usa",NULL
13088,"houston, texas, usa",14
13089,"houston, texas, usa",17
13090,"houston, texas, usa",32
13091,"houston, texas, usa",33
13092,"houston, texas, usa",25
13093,"houston, texas, usa",29
13094,"houston, texas, usa",24
13095,"houston, texas, usa",23
13096,"houston, texas, usa",NULL
13097,"houston, texas, usa",24
13098,"houston, texas, usa",NULL
13099,"houston, texas, usa",36
13100,"houston, texas, usa",NULL
13101,"houston, texas, usa",25
13102,"houston, texas, usa",19
13103,"houston, texas, usa",25
13104,"houston, texas, usa",25
13105,"houston, texas, usa",32
13106,"houston, texas, usa",24
13107,"houston, texas, usa",29
13108,"houston, texas, usa",22
13109,"houston, texas, usa",15
13110,"houston, texas, usa",32
13111,"houston, texas, usa",33
13112,"houston, texas, usa",44
13113,"houston, texas, usa",25
13114,"houston, texas, usa",35
13115,"houston, texas, usa",NULL
13116,"houston, texas, usa",19
13117,"houston, texas, usa",NULL
13118,"houston, texas, usa",58
13119,"houston, texas, usa",47
13120,"houston, texas, usa",22
13121,"houston, texas, usa",NULL
13122,"houston, texas, usa",22
13123,"houston, texas, usa",19
13124,"houston, texas, usa",47
13125,"houston, texas, usa",NULL
13126,"houston, texas, usa",21
13127,"houston, texas, usa",27
13128,"houston, texas, usa",NULL
13129,"houston, texas, usa",22
13130,"houston, texas, usa",NULL
13131,"houston, texas, usa",38
13132,"houston, texas, usa",29
13133,"houston, texas, usa",NULL
13134,"houston, texas, usa",NULL
13135,"houston, texas, usa",40
13136,"houston, texas, usa",NULL
13137,"houston, texas, usa",NULL
13138,"houston, texas, usa",NULL
13139,"houston, texas, usa",31
13140,"houston, texas, usa",27
13141,"houston, texas, usa",26
13142,"houston, texas, usa",23
13143,"houston, texas, usa",43
13144,"houston, texas, usa",NULL
13145,"houston, texas, usa",64
13146,"houston, texas, usa",36
13147,"houston, texas, usa",NULL
13148,"houston, texas, usa",NULL
13149,"houston, texas, usa",NULL
13150,"houston, texas, usa",31
13151,"houston, texas, usa",26
13152,"houston, texas, usa",34
13153,"houston, texas, usa",21
13154,"houston, texas, usa",46
13155,"houston, texas, usa",NULL
13156,"houston, texas, usa",NULL
13157,"houston, texas, usa",40
13158,"houston, texas, usa",NULL
13159,"houston, texas, usa",28
13160,"houston, texas, usa",65
13161,"houston, texas, usa",NULL
13162,"houston, texas, usa",26
13163,"houston, texas, usa",NULL
13164,"houston, texas, usa",33
13165,"houston, texas, usa",18
13166,"houston, texas, usa",NULL
13167,"houston, texas, usa",NULL
13168,"houston, texas, usa",60
13169,"houston, texas, usa",NULL
13170,"houston, texas, usa",20
13171,"houston, texas, usa",32
13172,"houston, texas, usa",NULL
13173,"houston, texas, usa",55
13174,"houston, texas, usa",NULL
13175,"houston, texas, usa",21
13176,"houston, texas, usa",22
13177,"houston, texas, usa",NULL
13178,"houston, texas, usa",26
13179,"houston, texas, usa",NULL
13180,"houston, texas, usa",NULL
13181,"houston, texas, usa",58
13182,"houston, texas, usa",30
13183,"houston, texas, usa",26
13184,"houston, texas, usa",22
13185,"houston, texas, usa",NULL
13186,"houston, texas, usa",23
13187,"houston, texas, usa",45
13188,"houston, texas, usa",36
13189,"houston, texas, usa",NULL
13190,"houston, texas, usa",NULL
13191,"houston, texas, usa",57
13192,"houston, texas, usa",NULL
13193,"houston, texas, usa",41
13194,"houston, texas, usa",36
13195,"houston, texas, usa",55
13196,"houston, texas, usa",NULL
13197,"houston, texas, usa",18
13198,"houston, texas, usa",32
13199,"houston, texas, usa",32
13200,"houston, texas, usa",18
13201,"houston, texas, usa",NULL
13202,"houston, texas, usa",25
13203,"houston, texas, usa",40
13204,"houston, texas, usa",41
13205,"houston, texas, usa",NULL
13206,"houston, texas, usa",NULL
13207,"houston, texas, usa",35
13208,"houston, texas, usa",52
13209,"houston, texas, usa",28
13210,"houston, texas, usa",NULL
13211,"houston, texas, usa",NULL
13212,"houston, texas, usa",28
13213,"houston, texas, usa",41
13214,"houston, texas, usa",29
13215,"houston, texas, usa",26
13216,"houston, texas, usa",NULL
13217,"houston, texas, usa",42
13218,"houston, texas, usa",NULL
13219,"houston, texas, usa",25
13220,"houston, texas, usa",51
13221,"houston, texas, usa",45
13222,"houston, texas, usa",43
13223,"houston, texas, usa",21
13224,"houston, texas, usa",55
13225,"houston, texas, usa",NULL
13226,"houston, texas, usa",NULL
13227,"houston, texas, usa",24
13228,"houston, texas, usa",44
13229,"houston, texas, usa",NULL
13230,"houston, texas, usa",51
13231,"houston, texas, usa",NULL
13232,"houston, texas, usa",50
13233,"houston, texas, usa",26
13234,"houston, texas, usa",26
13235,"houston, texas, usa",NULL
13236,"houston, texas, usa",NULL
13237,"houston, texas, usa",NULL
13238,"houston, texas, usa",23
13239,"houston, texas, usa",NULL
13240,"houston, texas, usa",23
13241,"houston, texas, usa",27
13242,"houston, texas, usa",58
13243,"houston, texas, usa",62
13244,"houston, texas, usa",NULL
13245,"houston, texas, usa",NULL
13246,"houston, texas, usa",NULL
13247,"houston, texas, usa",40
13248,"houston, texas, usa",26
13249,"houston, texas, usa",NULL
13250,"houston, texas, usa",18
13251,"houston, texas, usa",23
13252,"houston, texas, usa",33
13253,"houston, texas, usa",NULL
13254,"houston, texas, usa",NULL
13255,"houston, texas, usa",29
13256,"houston, texas, usa",38
13257,"houston, texas, usa",24
13258,"houston, texas, usa",NULL
13259,"houston, texas, usa",57
13260,"houston, texas, usa",NULL
13261,"houston, texas, usa",33
13262,"houston, texas, usa",41
13263,"houston, texas, usa",20
13264,"houston, texas, usa",NULL
13265,"houston, texas, usa",53
13266,"houston, texas, usa",42
13267,"houston, texas, usa",44
13268,"houston, texas, usa",NULL
13269,"houston, texas, usa",NULL
13270,"houston, texas, usa",25
13271,"houston, texas, usa",19
13272,"houston, texas, usa",NULL
13273,"houston, texas, usa",201
13274,"houston, texas, usa",23
13275,"houston, texas, usa",NULL
13276,"houston, texas, usa",34
13277,"houston, texas, usa",27
13278,"houston, texas, usa",47
13279,"houston, texas, usa",NULL
13280,"houston, texas, usa",65
13281,"houston, texas, usa",45
13282,"houston, texas, usa",63
13283,"houston, texas, usa",56
13284,"houston, texas, usa",69
13285,"houston, texas, usa",15
13286,"houston, texas, usa",NULL
13287,"houston, texas, usa",NULL
13288,"houston, texas, usa",50
13289,"houston, texas, usa",NULL
13290,"houston, texas, usa",NULL
13291,"houston, texas, usa",16
13292,"houston, texas, usa",28
13293,"houston, texas, usa",26
13294,"houston, texas, usa",19
13295,"houston, texas, usa",26
13296,"houston, texas, usa",NULL
13297,"houston, texas, usa",NULL
13298,"houston, texas, usa",27
13299,"houston, texas, usa",NULL
13300,"houston, texas, usa",27
13301,"houston, texas, usa",23
13302,"houston, texas, usa",43
13303,"houston, texas, usa",38
13304,"houston, texas, usa",NULL
13305,"houston, texas, usa",18
13306,"houston, texas, usa",62
13307,"houston, texas, usa",NULL
13308,"houston, texas, usa",NULL
13309,"houston, texas, usa",24
13310,"houston, texas, usa",30
13311,"houston, texas, usa",34
13312,"houston, texas, usa",40
13313,"houston, texas, usa",38
13314,"houston, texas, usa",58
13315,"houston, texas, usa",NULL
13316,"houston, texas, usa",49
13317,"houston, texas, usa",25
13318,"houston, texas, usa",61
13319,"houston, texas, usa",NULL
13320,"houston, texas, usa",30
13321,"houston, texas, usa",58
13322,"houston, texas, usa",NULL
13323,"houston, texas, usa",NULL
13324,"houston, texas, usa",NULL
13325,"houston, texas, usa",29
13326,"houston, texas, usa",57
13327,"houston, texas, usa",42
13328,"houston, texas, usa",NULL
13329,"houston, texas, usa",41
13330,"houston, texas, usa",23
13331,"houston, texas, usa",58
13332,"houston, texas, usa",60
13333,"houston, texas, usa",19
13334,"houston, texas, usa",NULL
13335,"houston, texas, usa",15
13336,"houston, texas, usa",NULL
13337,"houston, texas, usa",29
13338,"houston, texas, usa",22
13339,"houston, texas, usa",31
13340,"houston, texas, usa",31
13341,"houston, texas, usa",NULL
13342,"houston, texas, usa",23
13343,"houston, texas, usa",27
13344,"houston, texas, usa",NULL
13345,"houston, texas, usa",26
13346,"houston, texas, usa",29
13347,"houston, texas, usa",49
13348,"houston, texas, usa",63
13349,"houston, texas, usa",27
13350,"houston, texas, usa",NULL
13351,"houston, texas, usa",NULL
13352,"houston, texas, usa",28
13353,"houston, texas, usa",NULL
13354,"houston, texas, usa",NULL
13355,"houston, texas, usa",NULL
13356,"houston, texas, usa",NULL
13357,"houston, texas, usa",NULL
13358,"houston, texas, usa",28
13359,"houston, texas, usa",19
13360,"houston, texas, usa",16
13361,"houston, texas, usa",16
13362,"houston, texas, usa",52
13363,"houston, texas, usa",26
13364,"houston, texas, usa",NULL
13365,"houston, texas, usa",23
13366,"houston, texas, usa",22
13367,"houston, texas, usa",25
13368,"houston, texas, usa",NULL
13369,"houston, texas, usa",25
13370,"houston, texas, usa",29
13371,"houston, texas, usa",NULL
13372,"houston, texas, usa",31
13373,"houston, texas, usa",25
13374,"houston, texas, usa",39
13375,"houston, texas, usa",NULL
13376,"houston, texas, usa",34
13377,"houston, texas, usa",44
13378,"houston, texas, usa",18
13379,"houston, texas, usa",45
13380,"houston, texas, usa",16
13381,"houston, texas, usa",NULL
13382,"houston, texas, usa",50
13383,"houston, texas, usa",NULL
13384,"houston, texas, usa",NULL
13385,"houston, texas, usa",25
13386,"houston, texas, usa",18
13387,"houston, texas, usa",NULL
13388,"houston, texas, usa",44
13389,"houston, texas, usa",18
13390,"houston, texas, usa",31
13391,"houston, texas, usa",NULL
13392,"houston, texas, usa",NULL
13393,"houston, texas, usa",NULL
13394,"houston, texas, usa",40
13395,"houston, texas, usa",NULL
13396,"houston, texas, usa",52
13397,"houston, texas, usa",18
13398,"houston, texas, usa",60
13399,"houston, texas, usa",NULL
13400,"houston, texas, usa",21
13401,"houston, texas, usa",30
13402,"houston, texas, usa",16
13403,"houston, texas, usa",NULL
13404,"houston, texas, usa",NULL
13405,"houston, texas, usa",28
13406,"houston, texas, usa",NULL
13407,"houston, texas, usa",14
13408,"houston, texas, usa",NULL
13409,"houston, texas, usa",20
13410,"houston, texas, usa",NULL
13411,"houston, texas, usa",NULL
13412,"houston, texas, usa",32
13413,"houston, texas, usa",30
13414,"houston, texas, usa",28
13415,"houston, texas, usa",27
13416,"houston, texas, usa",NULL
13417,"houston, texas, usa",24
13418,"houston, texas, usa",21
13419,"houston, texas, usa",21
13420,"houston, texas, usa",NULL
13421,"houston, texas, usa",20
13422,"houston, texas, usa",18
13423,"houston, texas, usa",14
13424,"houston, texas, usa",36
13425,"houston, texas, usa",NULL
13426,"houston, texas, usa",36
13427,"houston, texas, usa",NULL
13428,"houston, texas, usa",NULL
13429,"houston, texas, usa",NULL
13430,"houston, texas, usa",NULL
13431,"houston, texas, usa",47
13432,"houston, texas, usa",22
13433,"houston, texas, usa",63
13434,"houston, texas, usa",29
13435,"houston, texas, usa",NULL
13436,"houston, texas, usa",22
13437,"houston, texas, usa",NULL
13438,"houston, texas, usa",NULL
13439,"houston, texas, usa",23
13440,"houston, texas, usa",26
13441,"houston, texas, usa",NULL
13442,"houston, texas, usa",NULL
13443,"houston, texas, usa",27
13444,"houston, texas, usa",36
13445,"houston, texas, usa",NULL
13446,"houston, texas, usa",17
13447,"houston, texas, usa",24
13448,"houston, texas, usa",NULL
13449,"houston, texas, usa",18
13450,"houston, texas, usa",40
13451,"houston, texas, usa",25
13452,"houston, texas, usa",32
13453,"houston, texas, usa",27
13454,"houston, texas, usa",NULL
13455,"houston, texas, usa",NULL
13456,"houston, texas, usa",NULL
13457,"houston, texas, usa",47
13458,"houston, texas, usa",33
13459,"houston, texas, usa",26
13460,"houston, texas, usa",NULL
13461,"houston, texas, usa",26
13462,"houston, texas, usa",NULL
13463,"houston, texas, usa",26
13464,"houston, texas, usa",NULL
13465,"houston, texas, usa",23
13466,"houston, texas, usa",39
13467,"houston, texas, usa",NULL
13468,"houston, texas, usa",17
13469,"houston, texas, usa",26
13470,"houston, texas, usa",51
13471,"houston, texas, usa",21
13472,"houston, texas, usa",28
13473,"houston, texas, usa",23
13474,"houston, texas, usa",25
13475,"houston, texas, usa",NULL
13476,"houston, texas, usa",53
13477,"houston, texas, usa",27
13478,"houston, texas, usa",28
13479,"houston, texas, usa",31
13480,"houston, texas, usa",NULL
13481,"houston, texas, usa",25
13482,"houston, texas, usa",34
13483,"houston, texas, usa",NULL
13484,"houston, texas, usa",NULL
13485,"houston, texas, usa",23
13486,"houston, texas, usa",56
13487,"houston, texas, usa",NULL
13488,"houston, texas, usa",36
13489,"houston, texas, usa",23
13490,"houston, texas, usa",28
13491,"houston, texas, usa",39
13492,"houston, texas, usa",NULL
13493,"houston, texas, usa",NULL
13494,"houston, texas, usa",NULL
13495,"houston, texas, usa",NULL
13496,"houston, texas, usa",56
13497,"houston, texas, usa",30
13498,"houston, texas, usa",NULL
13499,"houston, texas, usa",14
13500,"houston, texas, usa",57
13501,"houston, texas, usa",44
13502,"houston, texas, usa",NULL
13503,"houston, texas, usa",31
13504,"houston, texas, usa",NULL
13505,"houston, texas, usa",NULL
13506,"houston, texas, usa",NULL
13507,"houston, texas, usa",42
13508,"houston, texas, usa",NULL
13509,"houston, texas, usa",32
13510,"houston, texas, usa",NULL
13511,"houston, texas, usa",33
13512,"houston, texas, usa",36
13513,"houston, texas, usa",51
13514,"houston, texas, usa",43
13515,"houston, texas, usa",48
13516,"houston, texas, usa",31
13517,"houston, texas, usa",NULL
13518,"houston, texas, usa",27
13519,"houston, texas, usa",96
13520,"houston, texas, usa",NULL
13521,"houston, texas, usa",21
13522,"houston, texas, usa",38
13523,"houston, texas, usa",37
13524,"houston, texas, usa",27
13525,"houston, texas, usa",28
13526,"houston, texas, usa",44
13527,"houston, texas, usa",NULL
13528,"houston, texas, usa",21
13529,"houston, texas, usa",47
13530,"houston, texas, usa",27
13531,"houston, texas, usa",41
13532,"houston, texas, usa",22
13533,"houston, texas, usa",26
13534,"houston, texas, usa",17
13535,"houston, texas, usa",NULL
13536,"houston, texas, usa",NULL
13537,"houston, texas, usa",NULL
13538,"houston, texas, usa",41
13539,"houston, texas, usa",15
13540,"houston, texas, usa",15
13541,"houston, texas, usa",NULL
13542,"houston, texas, usa",21
13543,"houston, texas, usa",NULL
13544,"houston, texas, usa",39
13545,"houston, texas, usa",NULL
13546,"houston, texas, usa",25
13547,"houston, texas, usa",54
13548,"houston, texas, usa",NULL
13549,"houston, texas, usa",40
13550,"houston, texas, usa",14
13551,"houston, texas, usa",NULL
13552,"houston, texas, usa",32
13553,"houston, texas, usa",25
13554,"houston, texas, usa",NULL
13555,"houston, texas, usa",NULL
13556,"houston, texas, usa",NULL
13557,"houston, texas, usa",NULL
13558,"houston, texas, usa",NULL
13559,"houston, texas, usa",67
13560,"houston, texas, usa",NULL
13561,"houston, texas, usa",NULL
13562,"houston, texas, usa",20
13563,"houston, texas, usa",23
13564,"houston, texas, usa",30
13565,"houston, texas, usa",24
13566,"houston, texas, usa",NULL
13567,"houston, texas, usa",27
13568,"houston, texas, usa",NULL
13569,"houston, texas, usa",NULL
13570,"houston, texas, usa",22
13571,"houston, texas, usa",24
13572,"houston, texas, usa",44
13573,"houston, texas, usa",NULL
13574,"houston, texas, usa",NULL
13575,"houston, texas, usa",27
13576,"houston, texas, usa",25
13577,"houston, texas, usa",35
13578,"houston, texas, usa",NULL
13579,"houston, texas, usa",23
13580,"houston, texas, usa",49
13581,"houston, texas, usa",33
13582,"houston, texas, usa",29
13583,"houston, texas, usa",NULL
13584,"houston, texas, usa",14
13585,"houston, texas, usa",28
13586,"houston, texas, usa",60
13587,"houston, texas, usa",23
13588,"houston, texas, usa",22
13589,"houston, texas, usa",26
13590,"houston, texas, usa",33
13591,"houston, texas, usa",30
13592,"houston, texas, usa",49
13593,"houston, texas, usa",46
13594,"houston, texas, usa",NULL
13595,"houston, texas, usa",NULL
13596,"houston, texas, usa",29
13597,"houston, texas, usa",31
13598,"houston, texas, usa",31
13599,"houston, texas, usa",20
13600,"houston, texas, usa",NULL
13601,"houston, texas, usa",NULL
13602,"houston, texas, usa",15
13603,"houston, texas, usa",25
13604,"houston, texas, usa",51
13605,"houston, texas, usa",NULL
13606,"houston, texas, usa",30
13607,"houston, texas, usa",31
13608,"houston, texas, usa",37
13609,"houston, texas, usa",NULL
13610,"houston, texas, usa",34
13611,"houston, texas, usa",27
13612,"houston, texas, usa",NULL
13613,"houston, texas, usa",NULL
13614,"houston, texas, usa",67
13615,"houston, texas, usa",21
13616,"houston, texas, usa",NULL
13617,"houston, texas, usa",NULL
13618,"houston, texas, usa",NULL
13619,"houston, texas, usa",33
13620,"houston, texas, usa",NULL
13621,"houston, texas, usa",31
13622,"houston, texas, usa",NULL
13623,"houston, texas, usa",39
13624,"houston, texas, usa",19
13625,"houston, texas, usa",37
13626,"houston, texas, usa",NULL
13627,"houston, texas, usa",NULL
13628,"houston, texas, usa",NULL
13629,"houston, texas, usa",NULL
13630,"houston, texas, usa",NULL
13631,"houston, texas, usa",NULL
13632,"houston, texas, usa",NULL
13633,"houston, texas, usa",NULL
13634,"houston, texas, usa",NULL
13635,"houston, texas, usa",20
13636,"houston, texas, usa",NULL
13637,"houston, texas, usa",20
13638,"houston, texas, usa",NULL
13639,"houston, texas, usa",49
13640,"houston, texas, usa",20
13641,"houston, texas, usa",28
13642,"houston, texas, usa",NULL
13643,"houston, texas, usa",19
13644,"houston, texas, usa",27
13645,"houston, texas, usa",NULL
13646,"houston, texas, usa",29
13647,"houston, texas, usa",36
13648,"houston, texas, usa",NULL
13649,"houston, texas, usa",62
13650,"houston, texas, usa",50
13651,"houston, texas, usa",52
13652,"houston, texas, usa",54
13653,"houston, texas, usa",NULL
13654,"houston, texas, usa",68
13655,"houston, texas, usa",28
13656,"houston, texas, usa",56
13657,"houston, texas, usa",NULL
13658,"houston, texas, usa",64
13659,"houston, texas, usa",35
13660,"houston, texas, usa",NULL
13661,"houston, texas, usa",34
13662,"houston, texas, usa",NULL
13663,"houston, texas, usa",NULL
13664,"houston, texas, usa",NULL
13665,"houston, texas, usa",28
13666,"houston, texas, usa",54
13667,"houston, texas, usa",34
13668,"houston, texas, usa",NULL
13669,"houston, texas, usa",20
13670,"houston, texas, usa",NULL
13671,"houston, texas, usa",NULL
13672,"houston, texas, usa",29
13673,"houston, texas, usa",NULL
13674,"houston, texas, usa",45
13675,"houston, texas, usa",NULL
13676,"houston, texas, usa",NULL
13677,"houston, texas, usa",NULL
13678,"houston, texas, usa",NULL
13679,"houston, texas, usa",NULL
13680,"houston, texas, usa",NULL
13681,"houston, texas, usa",25
13682,"houston, texas, usa",31
13683,"houston, texas, usa",22
13684,"houston, texas, usa",29
13685,"houston, texas, usa",21
13686,"houston, texas, usa",24
13687,"houston, texas, usa",21
13688,"houston, texas, usa",20
13689,"houston, texas, usa",57
13690,"houston, texas, usa",52
13691,"houston, texas, usa",NULL
13692,"houston, texas, usa",NULL
13693,"houston, texas, usa",42
13694,"houston, texas, usa",22
13695,"houston, texas, usa",19
13696,"houston, texas, usa",29
13697,"houston, texas, usa",NULL
13698,"houston, texas, usa",26
13699,"houston, texas, usa",53
13700,"houston, texas, usa",38
13701,"houston, texas, usa",NULL
13702,"houston, texas, usa",NULL
13703,"houston, texas, usa",NULL
13704,"houston, texas, usa",22
13705,"houston, texas, usa",22
13706,"houston, texas, usa",NULL
13707,"houston, texas, usa",22
13708,"houston, texas, usa",34
13709,"houston, texas, usa",NULL
13710,"houston, texas, usa",58
13711,"houston, texas, usa",NULL
13712,"houston, texas, usa",NULL
13713,"houston, texas, usa",NULL
13714,"houston, texas, usa",21
13715,"houston, texas, usa",NULL
13716,"houston, texas, usa",NULL
13717,"houston, texas, usa",29
13718,"houston, texas, usa",31
13719,"houston, texas, usa",NULL
13720,"houston, texas, usa",40
13721,"houston, texas, usa",17
13722,"houston, texas, usa",41
13723,"houston, texas, usa",67
13724,"houston, texas, usa",44
13725,"houston, texas, usa",NULL
13726,"houston, texas, usa",44
13727,"houston, texas, usa",NULL
13728,"houston, texas, usa",33
13729,"houston, texas, usa",56
13730,"houston, texas, usa",42
13731,"houston, texas, usa",21
13732,"houston, texas, usa",64
13733,"houston, texas, usa",NULL
13734,"houston, texas, usa",22
13735,"houston, texas, usa",41
13736,"houston, texas, usa",29
13737,"houston, texas, usa",NULL
13738,"houston, texas, usa",37
13739,"houston, texas, usa",NULL
13740,"houston, texas, usa",45
13741,"houston, texas, usa",NULL
13742,"houston, texas, usa",NULL
13743,"houston, texas, usa",62
13744,"houston, texas, usa",65
13745,"houston, texas, usa",NULL
13746,"houston, texas, usa",45
13747,"houston, texas, usa",36
13748,"houston, texas, usa",43
13749,"houston, texas, usa",NULL
13750,"houston, texas, usa",40
13751,"houston, texas, usa",20
13752,"houston, texas, usa",57
13753,"houston, texas, usa",23
13754,"houston, texas, usa",48
13755,"houston, texas, usa",16
13756,"houston, texas, usa",NULL
13757,"houston, texas, usa",13
13758,"houston, texas, usa",48
13759,"houston, texas, usa",62
13760,"houston, texas, usa",84
13761,"houston, texas, usa",37
